User Id,Region,Device,Channel,Session Start,Session End,SessionDurationSec,Session Date,Month,Day,Hour of day,Order Dt,Revenue,Payment Type,Promo code
406072666455,Germany,Android,email-рассылки,2019-05-08 09:02:57,2019-05-08 10:04:07,3669.999999809079,2019-05-08,5,3,10,,,,
981311905633,UK,Mac,organic,2019-05-08 05:21:39,2019-05-08 05:24:49,189.9999997811392,2019-05-08,5,3,5,,,,
25672200561,Unjted States,Android,organic,2019-05-09 16:40:44,2019-05-09 16:41:31,46.99999967124313,2019-05-09,5,4,16,2019-05-09 16:40:44,4999.0,Debit card,1.0
241867611399,United States,PC,социальные сети,2019-05-09 09:23:22,2019-05-09 09:28:28,305.99999986588955,2019-05-09,5,4,9,2019-05-09 09:23:24,4999.0,Mobile payments,0.0
125421727610,UK,PC,реклама у блогеров,2019-05-09 04:35:00,2019-05-09 08:01:28,12388.000000314787,2019-05-09,5,4,8,,,,
956471045403,United States,iPhone,контекстная реклама,2019-05-09 07:47:12,2019-05-09 08:36:43,2970.9999998565763,2019-05-09,5,4,8,,,,
973850281461,United States,iPhone,organic,2019-05-09 21:21:03,2019-05-09 21:27:33,390.00000001396984,2019-05-09,5,4,21,,,,
348173235158,United States,iPhone,социальные сети,2019-05-10 01:29:58,2019-05-10 01:59:15,1756.999999587424,2019-05-10,5,5,1,,,,
686785591193,United States,iPhone,социальные сети,2019-05-10 21:50:52,2019-05-10 23:01:12,4220.000000135042,2019-05-10,5,5,23,,,,
746492583622,United States,PC,organic,2019-05-10 03:01:14,2019-05-10 05:14:13,7979.000000003725,2019-05-10,5,5,5,,,,
114514907499,Unjted States,iPhone,organic,2019-05-11 04:21:37,2019-05-11 04:38:21,1004.0000002132729,2019-05-11,5,6,4,,,,
279417011595,United States,iPhone,контекстная реклама,2019-05-11 22:03:54,2019-05-11 22:06:18,144.00000034365803,2019-05-11,5,6,22,,,,
372799250782,United States,iPhone,organic,2019-05-11 05:03:02,2019-05-11 05:36:18,1996.000000135973,2019-05-11,5,6,5,,,,
714021843538,Frаncе,PC,organic,2019-05-11 10:50:43,2019-05-11 11:00:00,557.0000000763685,2019-05-11,5,6,11,,,,
457197824245,United States,iPhone,реклама у блогеров,2019-05-12 07:50:12,2019-05-12 09:14:00,5028.000000421889,2019-05-12,5,7,9,2019-05-12 07:50:12,4999.0,E-wallet,0.0
137729174548,Unjted States,PC,organic,2019-05-12 07:12:44,2019-05-12 07:29:23,999.0000003017485,2019-05-12,5,7,7,,,,
257431875921,United States,PC,organic,2019-05-12 01:48:49,2019-05-12 01:51:11,141.9999998761341,2019-05-12,5,7,1,,,,
458409667434,France,PC,organic,2019-05-12 10:57:32,2019-05-12 11:52:35,3302.9999995138496,2019-05-12,5,7,11,,,,
427486793654,France,Android,email-рассылки,2019-05-13 22:00:41,2019-05-13 22:11:13,632.0000000065193,2019-05-13,5,1,22,2019-05-13 22:00:41,5999.0,Debit card,0.0
112770095523,Unjted States,Android,социальные сети,2019-05-13 07:35:32,2019-05-13 07:55:47,1214.9999998742715,2019-05-13,5,1,7,,,,
232772979528,United States,iPhone,organic,2019-05-13 10:20:29,2019-05-13 11:16:49,3379.9999999115244,2019-05-13,5,1,11,,,,
384716146775,United States,Mac,organic,2019-05-13 05:57:29,2019-05-13 06:20:20,1370.9999998798594,2019-05-13,5,1,6,,,,
352173573779,France,PC,organic,2019-05-14 06:32:03,2019-05-14 07:18:19,2776.000000163913,2019-05-14,5,2,7,2019-05-14 06:32:03,5999.0,Mobile payments,1.0
500294356863,United States,iPhone,organic,2019-05-14 20:23:19,2019-05-14 21:17:09,3230.0000000512227,2019-05-14,5,2,21,,,,
649969085224,United States,PC,organic,2019-05-15 23:16:53,2019-05-15 23:28:04,670.9999996935949,2019-05-15,5,3,23,2019-05-15 23:16:53,1.0,Cash,0.0
777891466332,United States,iPhone,социальные сети,2019-05-15 15:52:06,2019-05-15 16:18:32,1585.999999847263,2019-05-15,5,3,16,2019-05-15 15:52:06,1.0,Mobile payments,0.0
254782154776,United States,iPhone,organic,2019-05-15 15:26:37,2019-05-15 16:05:35,2338.000000244938,2019-05-15,5,3,16,,,,
593992527931,France,Android,реклама у блогеров,2019-05-15 12:49:47,2019-05-15 12:58:55,548.0000004870817,2019-05-15,5,3,12,,,,
741977568304,Franсe,PC,контекстная реклама,2019-05-15 20:18:19,2019-05-15 20:26:39,499.99999995343387,2019-05-15,5,3,20,,,,
13847410062,Unjted States,iPhone,organic,2019-05-16 01:05:25,2019-05-16 01:16:58,693.000000435859,2019-05-16,5,4,1,,,,
139539333609,Unjted States,Android,organic,2019-05-16 03:22:58,2019-05-16 03:31:46,527.9999995836988,2019-05-16,5,4,3,2019-05-16 03:22:58,4999.0,Cash,0.0
179216942325,France,Android,organic,2019-05-16 05:53:45,2019-05-16 06:29:30,2145.0000003911555,2019-05-16,5,4,6,,,,
181149289915,Unjted States,Android,organic,2019-05-16 20:37:30,2019-05-16 21:46:16,4126.000000163913,2019-05-16,5,4,21,,,,
334251228002,United States,iPhone,organic,2019-05-16 16:19:01,2019-05-16 17:01:31,2550.0000001396984,2019-05-16,5,4,17,,,,
645760253621,Germany,Android,контекстная реклама,2019-05-16 02:56:39,2019-05-16 03:03:31,412.0000001275912,2019-05-16,5,4,3,,,,
31331676399,Unjted States,iPhone,социальные сети,2019-05-17 05:28:35,2019-05-17 05:32:54,259.0000001946464,2019-05-17,5,5,5,,,,
768710666,Unjted States,iPhone,реклама у блогеров,2019-05-17 18:24:36,2019-05-17 18:28:05,208.9999998221174,2019-05-17,5,5,18,2019-05-17 18:24:36,9999.0,Mobile payments,0.8627150632632511
768710666,Unjted States,iPhone,реклама у блогеров,2019-05-17 18:24:36,2019-05-17 18:28:05,208.9999998221174,2019-05-17,5,5,18,2019-05-17 18:24:36,9999.0,Mobile payments,0.8627150632632511
198751259615,Unjted States,Mac,социальные сети,2019-05-17 17:04:13,2019-05-17 17:28:53,1479.9999995855615,2019-05-17,5,5,17,2019-05-17 17:04:13,5999.0,E-wallet,1.0
529298747905,UK,PC,organic,2019-05-17 14:14:38,2019-05-17 15:05:17,3039.0000000363216,2019-05-17,5,5,15,2019-05-17 14:14:38,5999.0,Credit card,0.0
896145674221,Germany,PC,organic,2019-05-17 10:09:01,2019-05-17 10:11:36,155.0000004004687,2019-05-17,5,5,10,2019-05-17 10:09:01,4999.0,Debit card,0.0
926657821940,United States,Android,реклама у блогеров,2019-05-17 13:04:08,2019-05-17 14:02:14,3486.000000173226,2019-05-17,5,5,14,2019-05-17 13:04:08,5999.0,Credit card,0.0
217575169777,United States,PC,социальные сети,2019-05-17 11:40:37,2019-05-17 12:56:09,4532.000000146218,2019-05-17,5,5,12,,,,
276073946763,United States,Android,organic,2019-05-18 08:33:21,2019-05-18 09:19:54,2792.999999737367,2019-05-18,5,6,9,,,,
358784035832,UK,PC,organic,2019-05-18 00:59:57,2019-05-18 01:47:16,2839.0000004321337,2019-05-18,5,6,1,,,,
540124242070,UK,PC,контекстная реклама,2019-05-18 06:10:12,2019-05-18 06:19:56,584.0000001015142,2019-05-18,5,6,6,,,,
615163651810,United States,Mac,социальные сети,2019-05-18 19:19:07,2019-05-18 20:16:05,3417.9999999934807,2019-05-18,5,6,20,,,,
628579663918,United States,Android,реклама у блогеров,2019-05-18 21:03:13,2019-05-18 21:22:07,1134.000000427477,2019-05-18,5,6,21,,,,
937471466867,United States,Android,социальные сети,2019-05-18 05:17:50,2019-05-18 05:19:43,113.0000000121072,2019-05-18,5,6,5,,,,
126965572844,Unjted States,Mac,organic,2019-05-19 06:14:19,2019-05-19 06:28:22,842.9999996675178,2019-05-19,5,7,6,,,,
365952514757,France,iPhone,реклама у блогеров,2019-05-19 19:25:04,2019-05-19 19:36:08,663.9999999431893,2019-05-19,5,7,19,,,,
641347422979,United States,iPhone,organic,2019-05-19 04:44:04,2019-05-19 04:58:36,872.0000001601875,2019-05-19,5,7,4,,,,
695708032102,United States,iPhone,organic,2019-05-19 14:25:59,2019-05-19 14:46:20,1221.0000000195578,2019-05-19,5,7,14,,,,
829170600288,United States,iPhone,organic,2019-05-19 16:11:56,2019-05-19 17:55:47,6231.000000005588,2019-05-19,5,7,17,,,,
914471713918,United States,iPhone,социальные сети,2019-05-19 12:05:23,2019-05-19 12:30:47,1523.9999998128042,2019-05-19,5,7,12,,,,
929005071857,United States,Mac,organic,2019-05-19 07:20:12,2019-05-19 07:26:46,393.9999996917322,2019-05-19,5,7,7,,,,
8156227433,Unjted States,Android,organic,2019-05-20 15:59:34,2019-05-20 16:08:25,531.0000002849847,2019-05-20,5,1,16,,,,
114284489873,Unjted States,iPhone,контекстная реклама,2019-05-20 16:55:50,2019-05-20 17:04:02,491.99999996926636,2019-05-20,5,1,17,2019-05-20 16:55:56,4999.0,Mobile payments,1.0
453814074498,United States,iPhone,organic,2019-05-20 13:12:29,2019-05-20 13:23:39,670.0000000884756,2019-05-20,5,1,13,,,,
556437943322,United States,Mac,реклама у блогеров,2019-05-20 00:31:45,2019-05-20 00:36:13,267.99999978393316,2019-05-20,5,1,0,,,,
683028086478,United States,PC,organic,2019-05-20 01:23:48,2019-05-20 01:41:51,1083.0000004498288,2019-05-20,5,1,1,,,,
695754910374,Frаnce,PC,email-рассылки,2019-05-20 23:11:40,2019-05-20 23:42:30,1849.9999999534339,2019-05-20,5,1,23,,,,
950184314235,United States,iPhone,organic,2019-05-20 17:17:52,2019-05-20 17:33:38,945.9999998565763,2019-05-20,5,1,17,,,,
996178094379,United States,Android,социальные сети,2019-05-20 13:55:06,2019-05-20 14:34:25,2359.000000124797,2019-05-20,5,1,14,,,,
94160026069,France,Mac,реклама у блогеров,2019-05-21 08:17:29,2019-05-21 08:24:15,405.99999998230487,2019-05-21,5,2,8,2019-05-21 08:17:29,100000.0,Mobile payments,0.0
422703292792,Franсe,PC,organic,2019-05-21 14:19:29,2019-05-21 14:48:00,1711.000000149943,2019-05-21,5,2,14,2019-05-21 14:19:29,100000.0,Mobile payments,1.0
822055781011,United States,iPhone,реклама у блогеров,2019-05-21 05:50:33,2019-05-21 06:17:17,1603.9999996544793,2019-05-21,5,2,6,2019-05-21 05:50:33,100000.0,Debit card,0.0
458076338649,United States,Mac,социальные сети,2019-05-22 21:13:06,2019-05-22 22:03:16,3009.999999543652,2019-05-22,5,3,22,2019-05-22 21:13:06,5999.0,Cash,1.0
736692886284,United States,Android,социальные сети,2019-05-22 14:13:40,2019-05-22 15:05:55,3134.999999846332,2019-05-22,5,3,15,2019-05-22 14:13:40,9999.0,Cash,0.0
744763558101,UK,PC,organic,2019-05-22 04:11:46,2019-05-22 04:26:58,912.0000000810251,2019-05-22,5,3,4,2019-05-22 04:11:46,100000.0,E-wallet,0.0
334783148079,United States,Android,organic,2019-05-22 04:30:51,2019-05-22 04:53:08,1337.0000001043081,2019-05-22,5,3,4,,,,
681992770861,United States,iPhone,социальные сети,2019-05-22 12:50:38,2019-05-22 12:56:02,324.0000003017485,2019-05-22,5,3,12,,,,
831218352018,Frаncе,Android,organic,2019-05-22 17:33:14,2019-05-22 17:42:37,563.0000002216548,2019-05-22,5,3,17,,,,
27837745289,Unjted States,Android,organic,2019-05-23 18:03:52,2019-05-23 18:47:27,2614.9999996181577,2019-05-23,5,4,18,2019-05-23 18:03:52,4999.0,Mobile payments,1.0
363655370263,United States,iPhone,социальные сети,2019-05-23 13:41:25,2019-05-23 13:48:49,444.00000006426126,2019-05-23,5,4,13,2019-05-23 13:41:25,4999.0,E-wallet,1.0
906389111372,United States,Mac,социальные сети,2019-05-23 05:31:24,2019-05-23 05:35:01,216.9999998062849,2019-05-23,5,4,5,2019-05-23 05:31:24,9999.0,Cash,0.0
462743681279,Germany,PC,organic,2019-05-23 19:17:50,2019-05-23 19:20:16,146.00000018253922,2019-05-23,5,4,19,,,,
138526409077,Unjted States,iPhone,реклама у блогеров,2019-05-24 13:19:44,2019-05-24 14:03:41,2636.999999731779,2019-05-24,5,5,14,2019-05-24 13:19:44,5999.0,Debit card,1.0
482967155247,United States,iPhone,organic,2019-05-24 07:01:00,2019-05-24 08:32:49,5508.999999705702,2019-05-24,5,5,8,2019-05-24 07:01:00,4999.0,Mobile payments,1.0
164750019154,France,Android,organic,2019-05-24 21:05:04,2019-05-24 21:05:53,49.000000138767064,2019-05-24,5,5,21,,,,
436378548453,United States,iPhone,organic,2019-05-25 07:50:08,2019-05-25 08:09:12,1143.999999621883,2019-05-25,5,6,8,,,,
489717450593,United States,Android,социальные сети,2019-05-25 11:22:20,2019-05-25 11:44:21,1321.000000135973,2019-05-25,5,6,11,,,,
518675253366,United States,Mac,organic,2019-05-25 11:41:38,2019-05-25 11:46:13,275.00000016298145,2019-05-25,5,6,11,,,,
561337107403,UK,PC,email-рассылки,2019-05-25 20:16:44,2019-05-25 20:27:12,628.0000003287569,2019-05-25,5,6,20,,,,
645592750033,United States,iPhone,organic,2019-05-25 06:27:57,2019-05-25 06:46:50,1133.000000193715,2019-05-25,5,6,6,,,,
722845192065,UK,Mac,organic,2019-05-25 15:43:29,2019-05-25 18:06:28,8579.000000073574,2019-05-25,5,6,18,,,,
732935353389,United States,iPhone,контекстная реклама,2019-05-25 06:07:50,2019-05-25 06:11:37,227.00000025797635,2019-05-25,5,6,6,,,,
779440786690,United States,iPhone,organic,2019-05-25 19:01:05,2019-05-25 19:50:01,2935.999999847263,2019-05-25,5,6,19,,,,
788298923916,United States,PC,organic,2019-05-25 03:08:13,2019-05-25 03:09:18,65.0000001071021,2019-05-25,5,6,3,,,,
914745447554,United States,Mac,социальные сети,2019-05-25 10:18:45,2019-05-25 10:25:43,418.0000002728775,2019-05-25,5,6,10,,,,
415784107646,UK,iPhone,organic,2019-05-26 16:35:57,2019-05-26 16:55:30,1173.0000001145527,2019-05-26,5,7,16,,,,
435812559139,United States,iPhone,organic,2019-05-26 03:42:34,2019-05-26 04:00:41,1087.0000001275912,2019-05-26,5,7,4,,,,
483295648877,United States,iPhone,organic,2019-05-26 10:11:22,2019-05-26 10:17:39,377.00000011827797,2019-05-26,5,7,10,,,,
575036274562,United States,Android,социальные сети,2019-05-26 09:28:02,2019-05-26 09:42:32,869.9999996926636,2019-05-26,5,7,9,,,,
937361963322,United States,PC,organic,2019-05-26 14:45:40,2019-05-26 15:03:05,1044.9999997392297,2019-05-26,5,7,15,,,,
314223492590,United States,iPhone,organic,2019-05-27 12:36:38,2019-05-27 15:34:14,10655.999999656342,2019-05-27,5,1,15,2019-05-27 12:39:16,4999.0,Mobile payments,0.0
126139336635,Unjted States,Android,социальные сети,2019-05-27 00:29:03,2019-05-27 00:44:12,909.0000000083819,2019-05-27,5,1,0,,,,
194535925566,Unjted States,Mac,organic,2019-05-27 05:32:05,2019-05-27 05:32:36,30.9999997029081,2019-05-27,5,1,5,,,,
272692808148,United States,iPhone,социальные сети,2019-05-27 21:06:58,2019-05-27 22:29:20,4941.999999806285,2019-05-27,5,1,22,,,,
482397556656,United States,iPhone,социальные сети,2019-05-27 06:28:03,2019-05-27 06:46:14,1090.9999998053536,2019-05-27,5,1,6,,,,
858558345097,United States,iPhone,organic,2019-05-27 11:35:04,2019-05-27 11:35:52,47.9999999050051,2019-05-27,5,1,11,,,,
981545240789,UK,iPhone,organic,2019-05-27 01:10:07,2019-05-27 01:27:39,1051.9999994896352,2019-05-27,5,1,1,,,,
984446025705,Germany,PC,email-рассылки,2019-05-27 01:39:54,2019-05-27 02:38:07,3492.9999999236315,2019-05-27,5,1,2,,,,
50814266498,Unjted States,iPhone,социальные сети,2019-05-28 00:10:44,2019-05-28 00:14:50,245.9999996703118,2019-05-28,5,2,0,,,,
249307297596,Germany,Mac,organic,2019-05-28 05:46:29,2019-05-28 05:58:56,746.9999998575076,2019-05-28,5,2,5,,,,
362637125955,Germany,PC,organic,2019-05-28 07:38:48,2019-05-28 08:37:36,3527.999999932945,2019-05-28,5,2,8,,,,
386382688728,Germany,Android,email-рассылки,2019-05-29 13:27:40,2019-05-29 13:28:59,79.00000023655593,2019-05-29,5,3,13,2019-05-29 13:27:40,4999.0,Cash,1.0
216044523192,United States,iPhone,социальные сети,2019-05-29 11:36:06,2019-05-29 11:44:31,504.9999998649582,2019-05-29,5,3,11,,,,
222836185876,United States,PC,социальные сети,2019-05-29 15:42:45,2019-05-29 16:39:49,3424.000000138767,2019-05-29,5,3,16,,,,
262754533907,United States,PC,organic,2019-05-29 05:23:55,2019-05-29 05:28:11,256.00000012200326,2019-05-29,5,3,5,,,,
843905103853,United States,iPhone,социальные сети,2019-05-29 10:12:08,2019-05-29 11:14:12,3723.9999998593703,2019-05-29,5,3,11,,,,
925097249413,United States,iPhone,organic,2019-05-29 01:25:35,2019-05-29 01:38:40,784.999999939464,2019-05-29,5,3,1,,,,
191284664462,Unjted States,iPhone,социальные сети,2019-05-30 19:20:20,2019-05-30 19:36:55,994.9999999953434,2019-05-30,5,4,19,2019-05-30 19:20:20,4999.0,Mobile payments,1.0
530624233697,United States,PC,социальные сети,2019-05-30 18:33:09,2019-05-30 18:43:44,635.0000000791624,2019-05-30,5,4,18,2019-05-30 18:33:09,9999.0,E-wallet,0.0
263921338230,France,PC,organic,2019-05-31 21:09:21,2019-05-31 21:26:56,1055.0000001909211,2019-05-31,5,5,21,,,,
690329897229,United States,Mac,organic,2019-05-31 20:26:54,2019-05-31 20:35:04,490.00000013038516,2019-05-31,5,5,20,,,,
16479541708,UK,PC,реклама у блогеров,2019-06-01 15:50:02,2019-06-01 15:58:21,498.9999997196719,2019-06-01,6,6,15,,,,
35596255083,Unjted States,iPhone,социальные сети,2019-06-01 09:17:22,2019-06-01 11:25:50,7707.999999518506,2019-06-01,6,6,11,,,,
150310697471,Unjted States,Mac,социальные сети,2019-06-01 18:18:21,2019-06-01 19:27:35,4153.999999794178,2019-06-01,6,6,19,2019-06-01 18:18:21,5999.0,Cash,1.0
155922019186,Unjted States,PC,organic,2019-06-01 23:49:02,2019-06-02 00:10:23,1280.9999995864928,2019-06-01,6,6,0,2019-06-01 23:49:02,5999.0,Cash,1.0
855844176400,United States,iPhone,organic,2019-06-01 05:19:24,2019-06-01 05:20:00,35.999999614432454,2019-06-01,6,6,5,2019-06-01 05:19:24,4999.0,Mobile payments,0.0
765563659989,Frаncе,iPhone,organic,2019-06-01 10:34:54,2019-06-01 10:35:27,32.99999954178929,2019-06-01,6,6,10,,,,
471885340507,United States,iPhone,organic,2019-06-02 03:48:41,2019-06-02 04:44:52,3370.999999693595,2019-06-02,6,7,4,2019-06-02 03:48:41,9999.0,Cash,1.0
961423590047,United States,PC,organic,2019-06-02 09:27:37,2019-06-02 09:35:17,460.0000000325963,2019-06-02,6,7,9,2019-06-02 09:27:37,4999.0,E-wallet,0.0
138612231406,Unjted States,iPhone,социальные сети,2019-06-02 00:03:16,2019-06-02 00:27:41,1464.9999998509884,2019-06-02,6,7,0,,,,
304224436839,UK,Android,organic,2019-06-02 18:57:18,2019-06-02 19:26:40,1761.9999994989485,2019-06-02,6,7,19,,,,
653462760786,United States,Mac,контекстная реклама,2019-06-02 00:37:26,2019-06-02 00:51:30,843.9999999012798,2019-06-02,6,7,0,,,,
385496637809,United States,Android,социальные сети,2019-06-03 17:16:40,2019-06-03 17:36:15,1174.9999999534339,2019-06-03,6,1,17,2019-06-03 17:16:40,4999.0,Mobile payments,0.0
426038065769,UK,PC,реклама у блогеров,2019-06-03 08:13:55,2019-06-03 08:24:06,611.0000001266599,2019-06-03,6,1,8,2019-06-03 08:14:00,4999.0,Credit card,0.0
855734414712,United States,iPhone,organic,2019-06-03 14:51:40,2019-06-03 14:54:59,198.99999999906868,2019-06-03,6,1,14,2019-06-03 14:51:40,4999.0,Mobile payments,0.0
996645978458,Frаnce,Mac,email-рассылки,2019-06-03 20:08:34,2019-06-03 20:09:46,71.99999985750765,2019-06-03,6,1,20,2019-06-03 20:08:34,5999.0,Cash,0.0
163255326882,Unjted States,PC,реклама у блогеров,2019-06-03 21:01:35,2019-06-03 21:40:04,2308.999999752268,2019-06-03,6,1,21,,,,
509935101714,United States,PC,organic,2019-06-03 18:32:05,2019-06-03 18:41:53,588.0000004079193,2019-06-03,6,1,18,,,,
634167957523,Frаnce,Android,organic,2019-06-04 22:10:17,2019-06-04 23:29:44,4766.999999759719,2019-06-04,6,2,23,2019-06-04 22:10:17,5999.0,Cash,0.0
679176482300,United States,Mac,реклама у блогеров,2019-06-05 11:15:33,2019-06-05 12:49:33,5639.9999995250255,2019-06-05,6,3,12,,,,
883944571095,United States,Android,социальные сети,2019-06-05 05:09:50,2019-06-05 05:41:38,1908.0000003101304,2019-06-05,6,3,5,,,,
931021486539,United States,PC,organic,2019-06-05 15:03:58,2019-06-05 15:15:45,707.0000005653128,2019-06-05,6,3,15,,,,
94037003731,Unjted States,iPhone,социальные сети,2019-06-06 03:05:20,2019-06-06 03:45:23,2402.999999723397,2019-06-06,6,4,3,,,,
67063006442,Unjted States,Mac,organic,2019-06-06 07:08:26,2019-06-06 07:29:21,1255.0000004237518,2019-06-06,6,4,7,2019-06-06 07:08:26,9999.0,Cash,0.0
199220583494,France,PC,контекстная реклама,2019-06-06 06:49:13,2019-06-06 06:50:27,73.99999969638884,2019-06-06,6,4,6,,,,
427535919123,Germany,PC,контекстная реклама,2019-06-06 01:52:37,2019-06-06 02:07:32,895.0000005075708,2019-06-06,6,4,2,,,,
862830885437,United States,iPhone,социальные сети,2019-06-06 23:18:23,2019-06-06 23:37:27,1143.999999621883,2019-06-06,6,4,23,,,,
950378900300,United States,iPhone,социальные сети,2019-06-06 13:36:09,2019-06-06 13:42:31,382.0000000298023,2019-06-06,6,4,13,,,,
965069106536,United States,Mac,organic,2019-06-06 13:34:45,2019-06-06 14:44:51,4206.000000005588,2019-06-06,6,4,14,,,,
34819346453,Unjted States,iPhone,социальные сети,2019-06-07 19:02:34,2019-06-07 19:06:58,264.0000001061708,2019-06-07,6,5,19,,,,
59478686237,Unjted States,iPhone,социальные сети,2019-06-07 06:48:30,2019-06-07 06:58:24,593.9999999245629,2019-06-07,6,5,6,,,,
738923853451,United States,PC,социальные сети,2019-06-07 07:42:22,2019-06-07 07:58:29,967.0000003650784,2019-06-07,6,5,7,2019-06-07 07:42:34,4999.0,Credit card,0.0
216348347833,United States,iPhone,социальные сети,2019-06-07 13:15:47,2019-06-07 14:59:20,6213.000000198372,2019-06-07,6,5,14,,,,
388601358509,Germany,PC,контекстная реклама,2019-06-07 17:22:11,2019-06-07 17:31:50,578.9999995613471,2019-06-07,6,5,17,,,,
431840886728,United States,iPhone,organic,2019-06-07 16:31:35,2019-06-07 17:00:31,1735.9999997075647,2019-06-07,6,5,17,,,,
666769940238,United States,iPhone,organic,2019-06-07 05:21:05,2019-06-07 06:00:51,2386.000000149943,2019-06-07,6,5,6,,,,
720221302283,United States,Mac,социальные сети,2019-06-07 15:15:45,2019-06-07 15:37:21,1295.9999999497086,2019-06-07,6,5,15,,,,
805836391720,United States,PC,социальные сети,2019-06-07 11:46:31,2019-06-07 12:04:19,1068.000000086613,2019-06-07,6,5,12,,,,
863190871622,United States,Android,реклама у блогеров,2019-06-08 23:53:30,2019-06-08 23:57:09,219.00000027380884,2019-06-08,6,6,23,2019-06-08 23:53:32,4999.0,Credit card,0.0
